Date & Time,Temp ,Hum,Dew Point,Avg Wind Speed,Prevailing Wind Direction,Wind Chill,Heat Index,Rain,Heating Degree Days,Cooling Degree Days,Harvest Day
"Wednesday, January 29, 2020",46.00,95.00,45.00,0.00,NNW,46.00,46.00,0.01,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,1.00,ESE,46.00,46.00,0.01,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,95.00,45.00,2.00,SSE,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,94.00,45.00,2.00,S,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,1.00,N,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,1.00,NNW,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,1.00,NW,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,1.00,NW,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,97.00,45.00,1.00,NNW,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,97.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,97.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,97.00,45.00,0.00,NW,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,0.00,WNW,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,97.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,95.00,45.00,0.00,SE,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,95.00,45.00,0.00,SE,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,94.00,44.00,0.00,SE,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,95.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,1.00,SE,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,45.00,0.00,SSE,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,95.00,44.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,44.00,0.00,WNW,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",46.00,96.00,44.00,0.00,,46.00,46.00,0.00,0.20,0.00,0.00
"Wednesday, January 29, 2020",45.00,96.00,44.00,0.00,WNW,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,96.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,96.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",44.00,96.00,44.00,0.00,WNW,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",44.00,97.00,44.00,0.00,,44.00,44.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",44.00,97.00,44.00,0.00,,44.00,44.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",44.00,97.00,44.00,0.00,,44.00,44.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",44.00,97.00,44.00,0.00,,44.00,44.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,N,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,NNW,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,NNW,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,NW,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,WNW,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,NNW,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,NW,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,NW,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,97.00,44.00,0.00,ESE,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",44.00,96.00,44.00,3.00,ESE,44.00,44.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",44.00,95.00,43.00,2.00,ESE,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",44.00,94.00,42.00,0.00,ESE,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",44.00,95.00,42.00,0.00,,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",44.00,96.00,42.00,0.00,ESE,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",44.00,96.00,42.00,0.00,,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",44.00,97.00,43.00,0.00,ESE,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",44.00,96.00,42.00,1.00,E,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",43.00,96.00,42.00,1.00,ESE,43.00,43.00,0.00,0.23,0.00,0.00
"Thursday, January 30, 2020",43.00,96.00,42.00,0.00,ESE,43.00,43.00,0.00,0.23,0.00,0.00
"Thursday, January 30, 2020",43.00,95.00,42.00,1.00,ESE,43.00,43.00,0.00,0.23,0.00,0.00
"Thursday, January 30, 2020",43.00,95.00,42.00,0.00,,43.00,43.00,0.00,0.23,0.00,0.00
"Thursday, January 30, 2020",44.00,96.00,43.00,0.00,N,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",44.00,95.00,43.00,1.00,N,44.00,44.00,0.00,0.22,0.00,0.00
"Thursday, January 30, 2020",45.00,94.00,43.00,1.00,E,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,94.00,43.00,1.00,E,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",45.00,95.00,44.00,1.00,E,45.00,45.00,0.00,0.21,0.00,0.00
"Thursday, January 30, 2020",46.00,94.00,44.00,0.00,E,46.00,46.00,0.00,0.20,0.00,0.00
"Thursday, January 30, 2020",46.00,94.00,44.00,0.00,E,46.00,46.00,0.00,0.20,0.00,0.00
"Thursday, January 30, 2020",46.00,93.00,44.00,0.00,ESE,46.00,47.00,0.00,0.19,0.00,0.00
"Thursday, January 30, 2020",46.00,93.00,45.00,2.00,ESE,46.00,47.00,0.00,0.19,0.00,0.00
"Thursday, January 30, 2020",46.00,94.00,45.00,2.00,E,46.00,47.00,0.00,0.19,0.00,0.00
"Thursday, January 30, 2020",47.00,94.00,46.00,2.00,ESE,47.00,47.00,0.00,0.19,0.00,0.00
"Thursday, January 30, 2020",48.00,92.00,46.00,1.00,E,48.00,48.00,0.00,0.18,0.00,0.00
"Thursday, January 30, 2020",49.00,93.00,47.00,1.00,E,49.00,49.00,0.00,0.17,0.00,0.00
"Thursday, January 30, 2020",49.00,91.00,47.00,2.00,E,49.00,49.00,0.00,0.17,0.00,0.00
"Thursday, January 30, 2020",50.00,89.00,47.00,2.00,ESE,50.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,88.00,46.00,4.00,SSE,48.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,90.00,47.00,2.00,SE,50.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,89.00,47.00,2.00,SE,50.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,90.00,47.00,2.00,SE,50.00,50.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,88.00,48.00,3.00,SE,51.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,90.00,48.00,1.00,SSE,51.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,89.00,48.00,1.00,ESE,51.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,90.00,48.00,2.00,SE,51.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,89.00,48.00,1.00,SE,51.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,89.00,48.00,0.00,SE,51.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,90.00,48.00,1.00,ESE,51.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",50.00,92.00,48.00,1.00,E,50.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",50.00,93.00,48.00,1.00,ESE,50.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,92.00,48.00,1.00,ESE,50.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,92.00,48.00,0.00,S,50.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,93.00,48.00,2.00,ESE,50.00,50.00,0.02,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,93.00,48.00,1.00,S,50.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,93.00,48.00,3.00,SSE,50.00,50.00,0.00,0.16,0.00,0.00
"Thursday, January 30, 2020",50.00,92.00,48.00,4.00,S,49.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",50.00,92.00,48.00,4.00,SW,49.00,51.00,0.01,0.15,0.00,0.00
"Thursday, January 30, 2020",50.00,93.00,48.00,5.00,S,49.00,51.00,0.03,0.15,0.00,0.00
"Thursday, January 30, 2020",50.00,93.00,49.00,5.00,S,49.00,51.00,0.01,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,94.00,49.00,5.00,S,49.00,51.00,0.01,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,94.00,49.00,3.00,SSW,51.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,93.00,49.00,3.00,S,51.00,51.00,0.01,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,93.00,49.00,4.00,S,50.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,93.00,49.00,4.00,SSW,50.00,51.00,0.00,0.15,0.00,0.00
"Thursday, January 30, 2020",51.00,92.00,49.00,4.00,S,50.00,51.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",51.00,92.00,49.00,4.00,S,50.00,51.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",51.00,91.00,49.00,6.00,S,49.00,51.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",51.00,90.00,49.00,8.00,S,48.00,51.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",51.00,91.00,49.00,8.00,S,48.00,51.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",51.00,92.00,49.00,7.00,S,49.00,52.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",51.00,91.00,49.00,7.00,S,49.00,52.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",51.00,91.00,49.00,8.00,S,49.00,52.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",51.00,91.00,49.00,7.00,S,49.00,51.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",52.00,91.00,49.00,8.00,S,48.00,52.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",52.00,90.00,49.00,7.00,S,49.00,52.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",52.00,90.00,49.00,6.00,SSW,49.00,52.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",52.00,90.00,49.00,6.00,S,49.00,52.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",52.00,91.00,49.00,6.00,SSW,49.00,52.00,0.00,0.14,0.00,0.00
"Thursday, January 30, 2020",52.00,90.00,49.00,7.00,SSW,50.00,52.00,0.00,0.14,0.00,0.00
"Friday, January 31, 2020",52.00,90.00,49.00,7.00,SSW,50.00,52.00,0.00,0.14,0.00,0.00
"Friday, January 31, 2020",52.00,90.00,50.00,6.00,SSW,50.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,6.00,SSW,50.00,52.00,0.00,0.14,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,7.00,S,50.00,52.00,0.00,0.14,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,7.00,S,50.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,7.00,SSW,50.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,90.00,50.00,8.00,S,49.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,90.00,50.00,7.00,S,50.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,6.00,S,50.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,6.00,SSW,50.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,6.00,S,50.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,5.00,SSW,51.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,5.00,SSW,51.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,4.00,SSE,52.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,5.00,SSW,51.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,4.00,S,51.00,53.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,5.00,S,51.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,91.00,50.00,4.00,S,52.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,90.00,50.00,6.00,S,51.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,90.00,50.00,6.00,S,51.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,90.00,50.00,4.00,S,51.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",52.00,90.00,50.00,5.00,S,51.00,52.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",53.00,90.00,50.00,5.00,SSE,51.00,53.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",53.00,90.00,50.00,6.00,S,51.00,53.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",53.00,90.00,50.00,6.00,SSW,51.00,53.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",53.00,90.00,50.00,6.00,S,51.00,53.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",53.00,90.00,50.00,9.00,SSW,50.00,53.00,0.00,0.13,0.00,0.00
"Friday, January 31, 2020",53.00,89.00,50.00,7.00,S,51.00,53.00,0.00,0.12,0.00,0.00
"Friday, January 31, 2020",54.00,89.00,50.00,10.00,S,50.00,54.00,0.00,0.12,0.00,0.00
"Friday, January 31, 2020",54.00,89.00,50.00,9.00,S,50.00,54.00,0.00,0.12,0.00,0.00
"Friday, January 31, 2020",54.00,89.00,50.00,6.00,S,52.00,54.00,0.00,0.12,0.00,0.00
"Friday, January 31, 2020",54.00,89.00,51.00,6.00,S,52.00,54.00,0.00,0.12,0.00,0.00
"Friday, January 31, 2020",54.00,88.00,51.00,8.00,S,51.00,54.00,0.00,0.11,0.00,0.00
"Friday, January 31, 2020",54.00,88.00,51.00,8.00,S,51.00,54.00,0.00,0.11,0.00,0.00
"Friday, January 31, 2020",54.00,87.00,51.00,8.00,S,52.00,54.00,0.00,0.11,0.00,0.00
"Friday, January 31, 2020",55.00,87.00,51.00,9.00,S,52.00,55.00,0.00,0.11,0.00,0.00
"Friday, January 31, 2020",55.00,87.00,51.00,8.00,S,52.00,55.00,0.00,0.11,0.00,0.00
"Friday, January 31, 2020",55.00,86.00,51.00,8.00,SSW,52.00,55.00,0.00,0.10,0.00,0.00
"Friday, January 31, 2020",56.00,86.00,52.00,8.00,S,54.00,56.00,0.00,0.10,0.00,0.00
"Friday, January 31, 2020",58.00,84.00,53.00,7.00,SSW,56.00,58.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,84.00,52.00,8.00,SSW,54.00,57.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",57.00,85.00,52.00,9.00,S,54.00,57.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,87.00,53.00,8.00,SSW,55.00,56.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",57.00,86.00,53.00,8.00,S,55.00,57.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,87.00,53.00,8.00,S,54.00,56.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",57.00,86.00,53.00,8.00,S,55.00,57.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",58.00,85.00,53.00,8.00,S,56.00,58.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",58.00,85.00,54.00,7.00,S,57.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,86.00,54.00,6.00,S,58.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,86.00,54.00,6.00,S,58.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,85.00,55.00,6.00,S,59.00,59.00,0.00,0.06,0.00,0.00
"Friday, January 31, 2020",59.00,86.00,55.00,6.00,S,58.00,59.00,0.00,0.06,0.00,0.00
"Friday, January 31, 2020",59.00,86.00,54.00,6.00,SSW,58.00,59.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,87.00,55.00,4.00,S,59.00,59.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,89.00,56.00,6.00,SSW,58.00,59.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,91.00,55.00,6.00,S,57.00,58.00,0.01,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,90.00,55.00,6.00,SSW,58.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,89.00,55.00,5.00,SSW,58.00,59.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,88.00,55.00,5.00,SSW,58.00,59.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,88.00,55.00,5.00,SSW,59.00,59.00,0.00,0.06,0.00,0.00
"Friday, January 31, 2020",58.00,89.00,55.00,5.00,SSW,58.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,89.00,55.00,5.00,S,58.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,89.00,55.00,5.00,S,58.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,88.00,55.00,6.00,S,58.00,59.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,87.00,55.00,5.00,S,59.00,59.00,0.00,0.06,0.00,0.00
"Friday, January 31, 2020",59.00,86.00,55.00,6.00,S,58.00,59.00,0.00,0.06,0.00,0.00
"Friday, January 31, 2020",59.00,85.00,54.00,5.00,S,58.00,59.00,0.00,0.06,0.00,0.00
"Friday, January 31, 2020",59.00,85.00,54.00,5.00,SSW,58.00,59.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",59.00,85.00,54.00,6.00,S,58.00,59.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,85.00,54.00,5.00,SSW,58.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,86.00,54.00,4.00,S,58.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,87.00,54.00,4.00,SSW,58.00,58.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",58.00,84.00,53.00,7.00,SSW,57.00,58.00,0.00,0.07,0.00,0.00
"Friday, January 31, 2020",58.00,83.00,52.00,7.00,SSW,56.00,58.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",58.00,82.00,52.00,6.00,SSW,57.00,58.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",58.00,82.00,52.00,6.00,SSW,56.00,58.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,5.00,SSW,57.00,57.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,4.00,S,57.00,57.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,5.00,S,56.00,57.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,6.00,S,56.00,57.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,5.00,SSW,57.00,57.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,5.00,S,57.00,57.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,4.00,S,57.00,57.00,0.00,0.08,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,4.00,SSW,57.00,57.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",57.00,84.00,52.00,3.00,SSW,57.00,57.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",57.00,83.00,52.00,5.00,S,56.00,57.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,83.00,51.00,4.00,SSW,56.00,56.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,83.00,51.00,2.00,SSW,56.00,56.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,82.00,51.00,3.00,W,56.00,56.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,81.00,51.00,2.00,SW,56.00,56.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,81.00,50.00,2.00,SSE,56.00,56.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,81.00,50.00,3.00,S,56.00,56.00,0.00,0.09,0.00,0.00
"Friday, January 31, 2020",56.00,81.00,50.00,2.00,SSE,56.00,56.00,0.00,0.10,0.00,0.00
"Friday, January 31, 2020",55.00,80.00,49.00,3.00,SE,55.00,55.00,0.00,0.10,0.00,0.00
"Friday, January 31, 2020",55.00,80.00,49.00,3.00,SSE,55.00,55.00,0.00,0.11,0.00,0.00
"Friday, January 31, 2020",54.00,80.00,48.00,4.00,SSE,54.00,54.00,0.00,0.11,0.00,0.00
